user,knob,windows,span_days,changes,changes_per_6mo,median_abs_delta,path,net,path_over_net,material,after_deadband,after_deadband_per_6mo,window,step,lag_days
A,confirmedCap,11,168,2,2.1726190476190474,1.7000000000000002,3.4000000000000004,0.0,,0,2,2.1726190476190474,28,14,21.0
A,committedCap,11,168,8,8.69047619047619,0.020000000000000018,0.2300000000000002,0.050000000000000044,4.6,2,0,0.0,28,14,21.0
A,cumulative60,11,168,4,4.345238095238095,0.8499999999999996,3.4999999999999982,0.09999999999999964,35.00000000000011,0,2,2.1726190476190474,28,14,21.0
A,primerCap,11,168,7,7.604166666666666,0.010000000000000009,0.1200000000000001,0.020000000000000018,6.0,1,0,0.0,28,14,21.0
B,aggression,9,140,4,5.214285714285714,0.07999999999999996,0.31999999999999984,0.0,,4,4,5.214285714285714,28,14,21.0
B,hypoCaution,9,140,5,6.517857142857142,0.19999999999999996,1.4,0.0,,2,5,6.517857142857142,28,14,21.0
B,confirmedCap,9,140,8,10.428571428571429,0.32499999999999996,5.890000000000001,0.5700000000000003,10.333333333333329,2,3,3.9107142857142856,28,14,21.0
B,committedCap,9,140,7,9.125,0.020000000000000018,0.31999999999999984,0.0,,2,2,2.607142857142857,28,14,21.0
B,cumulative60,9,140,8,10.428571428571429,0.2999999999999998,5.700000000000001,0.5,11.400000000000002,2,2,2.607142857142857,28,14,21.0
B,primerCap,9,140,4,5.214285714285714,0.024999999999999967,0.11999999999999988,0.0,,1,1,1.3035714285714286,28,14,21.0
C,aggression,6,98,3,5.586734693877551,0.07999999999999996,0.22999999999999998,0.07000000000000006,3.2857142857142825,3,3,5.586734693877551,28,14,21.0
C,hypoCaution,6,98,3,5.586734693877551,0.3999999999999999,1.0,0.20000000000000018,4.999999999999996,1,3,5.586734693877551,28,14,21.0
C,confirmedCap,6,98,5,9.311224489795919,0.4299999999999997,3.48,3.48,1.0,1,2,3.724489795918367,28,14,21.0
C,committedCap,6,98,4,7.448979591836734,0.04999999999999999,0.18999999999999995,0.030000000000000027,6.333333333333326,2,1,1.8622448979591835,28,14,21.0
C,cumulative60,6,98,5,9.311224489795919,0.3000000000000007,3.5,3.5,1.0,1,2,3.724489795918367,28,14,21.0
C,primerCap,6,98,5,9.311224489795919,0.019999999999999962,0.19999999999999993,0.13999999999999999,1.4285714285714282,1,1,1.8622448979591835,28,14,21.0
D,aggression,4,140,1,1.3035714285714286,0.07000000000000006,0.07000000000000006,0.07000000000000006,1.0,1,1,1.3035714285714286,28,14,21.0
D,hypoCaution,4,140,1,1.3035714285714286,0.5,0.5,0.5,1.0,0,1,1.3035714285714286,28,14,21.0
D,confirmedCap,4,140,1,1.3035714285714286,0.5,0.5,0.5,1.0,0,1,1.3035714285714286,28,14,21.0
D,committedCap,4,140,3,3.9107142857142856,0.020000000000000018,0.27,0.25,1.08,1,1,1.3035714285714286,28,14,21.0
D,cumulative60,4,140,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,14,21.0
D,primerCap,4,140,3,3.9107142857142856,0.06,0.26,0.26,1.0,2,2,2.607142857142857,28,14,21.0
E,aggression,11,168,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,14,21.0
E,hypoCaution,11,168,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,14,21.0
E,confirmedCap,11,168,10,10.863095238095237,0.14000000000000012,1.7699999999999996,0.4499999999999993,3.9333333333333385,3,0,0.0,28,14,21.0
E,committedCap,11,168,10,10.863095238095237,0.024999999999999967,0.30000000000000004,0.28,1.0714285714285714,3,1,1.0863095238095237,28,14,21.0
E,cumulative60,11,168,9,9.776785714285714,0.20000000000000018,2.0,1.0,2.0,1,0,0.0,28,14,21.0
E,primerCap,11,168,8,8.69047619047619,0.010000000000000009,0.14,0.14,1.0,1,0,0.0,28,14,21.0
F,aggression,11,168,2,2.1726190476190474,0.07999999999999996,0.15999999999999992,0.0,,2,2,2.1726190476190474,28,14,21.0
F,hypoCaution,11,168,2,2.1726190476190474,0.10000000000000009,0.20000000000000018,0.0,,0,0,0.0,28,14,21.0
F,confirmedCap,11,168,5,5.431547619047619,0.5,5.2,1.5,3.466666666666667,4,3,3.258928571428571,28,14,21.0
F,committedCap,11,168,10,10.863095238095237,0.04999999999999999,0.4900000000000002,0.050000000000000044,9.799999999999995,6,4,4.345238095238095,28,14,21.0
F,cumulative60,11,168,9,9.776785714285714,0.2999999999999998,6.0,1.5999999999999996,3.750000000000001,5,3,3.258928571428571,28,14,21.0
F,primerCap,11,168,10,10.863095238095237,0.024999999999999994,0.22000000000000003,0.019999999999999962,11.000000000000023,5,0,0.0,28,14,21.0
H,aggression,4,70,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,14,21.0
H,hypoCaution,4,70,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,14,21.0
H,confirmedCap,4,70,1,2.607142857142857,0.9400000000000004,0.9400000000000004,0.9400000000000004,1.0,1,1,2.607142857142857,28,14,21.0
H,committedCap,4,70,3,7.821428571428571,0.08000000000000007,0.36,0.36,1.0,1,2,5.214285714285714,28,14,21.0
H,cumulative60,4,70,2,5.214285714285714,0.7999999999999998,1.5999999999999996,1.5999999999999996,1.0,1,1,2.607142857142857,28,14,21.0
H,primerCap,4,70,2,5.214285714285714,0.12,0.24,0.24,1.0,1,1,2.607142857142857,28,14,21.0
tim,aggression,6,168,3,3.258928571428571,0.07000000000000006,0.29000000000000015,0.15000000000000002,1.933333333333334,2,3,3.258928571428571,28,28,28.0
tim,hypoCaution,6,168,4,4.345238095238095,0.44999999999999996,2.0999999999999996,0.7,2.9999999999999996,1,4,4.345238095238095,28,28,28.0
tim,confirmedCap,6,168,2,2.1726190476190474,0.5,1.0,0.0,,1,2,2.1726190476190474,28,28,28.0
tim,committedCap,6,168,5,5.431547619047619,0.12,0.7000000000000001,0.39999999999999997,1.7500000000000002,5,4,4.345238095238095,28,28,28.0
tim,cumulative60,6,168,5,5.431547619047619,0.2999999999999998,2.3999999999999995,0.7999999999999998,3.0,4,2,2.1726190476190474,28,28,28.0
tim,primerCap,6,168,5,5.431547619047619,0.03,0.29000000000000004,0.21,1.3809523809523812,1,1,1.0863095238095237,28,28,28.0
A,aggression,6,168,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,28,28.0
A,hypoCaution,6,168,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,28,28.0
A,confirmedCap,6,168,2,2.1726190476190474,1.7000000000000002,3.4000000000000004,0.0,,1,2,2.1726190476190474,28,28,28.0
A,committedCap,6,168,4,4.345238095238095,0.03500000000000003,0.15000000000000013,0.050000000000000044,3.0,1,0,0.0,28,28,28.0
A,cumulative60,6,168,4,4.345238095238095,0.8499999999999996,3.4999999999999982,0.09999999999999964,35.00000000000011,1,2,2.1726190476190474,28,28,28.0
A,primerCap,6,168,4,4.345238095238095,0.015000000000000013,0.06000000000000005,0.020000000000000018,3.0,0,0,0.0,28,28,28.0
B,aggression,5,140,2,2.607142857142857,0.07999999999999996,0.15999999999999992,0.0,,2,2,2.607142857142857,28,28,28.0
B,hypoCaution,5,140,2,2.607142857142857,0.5,1.0,0.0,,1,2,2.607142857142857,28,28,28.0
B,confirmedCap,5,140,4,5.214285714285714,1.185,4.87,0.5700000000000003,8.543859649122803,3,2,2.607142857142857,28,28,28.0
B,committedCap,5,140,4,5.214285714285714,0.05999999999999994,0.2599999999999998,0.0,,2,2,2.607142857142857,28,28,28.0
B,cumulative60,5,140,4,5.214285714285714,1.1,4.300000000000001,0.5,8.600000000000001,2,2,2.607142857142857,28,28,28.0
B,primerCap,5,140,4,5.214285714285714,0.024999999999999967,0.11999999999999988,0.0,,1,1,1.3035714285714286,28,28,28.0
C,aggression,3,84,2,4.345238095238095,0.07999999999999996,0.15999999999999992,0.0,,2,2,4.345238095238095,28,28,28.0
C,hypoCaution,3,84,2,4.345238095238095,0.29999999999999993,0.5999999999999999,0.19999999999999996,3.0,1,2,4.345238095238095,28,28,28.0
C,confirmedCap,3,84,2,4.345238095238095,1.665,3.33,3.33,1.0,1,1,2.1726190476190474,28,28,28.0
C,committedCap,3,84,2,4.345238095238095,0.015000000000000013,0.030000000000000027,0.030000000000000027,1.0,0,0,0.0,28,28,28.0
C,cumulative60,3,84,2,4.345238095238095,1.6500000000000004,3.3000000000000007,3.3000000000000007,1.0,1,1,2.1726190476190474,28,28,28.0
C,primerCap,3,84,1,2.1726190476190474,0.010000000000000009,0.010000000000000009,0.010000000000000009,1.0,0,0,0.0,28,28,28.0
D,aggression,3,140,1,1.3035714285714286,0.07000000000000006,0.07000000000000006,0.07000000000000006,1.0,0,1,1.3035714285714286,28,28,28.0
D,hypoCaution,3,140,1,1.3035714285714286,0.5,0.5,0.5,1.0,0,1,1.3035714285714286,28,28,28.0
D,confirmedCap,3,140,1,1.3035714285714286,0.5,0.5,0.5,1.0,0,1,1.3035714285714286,28,28,28.0
D,committedCap,3,140,2,2.607142857142857,0.125,0.25,0.25,1.0,1,1,1.3035714285714286,28,28,28.0
D,cumulative60,3,140,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,28,28.0
D,primerCap,3,140,2,2.607142857142857,0.13,0.26,0.26,1.0,2,2,2.607142857142857,28,28,28.0
E,aggression,6,168,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,28,28.0
E,hypoCaution,6,168,0,0.0,0.0,0.0,0.0,,0,0,0.0,28,28,28.0
E,confirmedCap,6,168,5,5.431547619047619,0.3899999999999997,1.6899999999999995,0.4499999999999993,3.7555555555555604,3,0,0.0,28,28,28.0
E,committedCap,6,168,4,4.345238095238095,0.05499999999999999,0.28,0.28,1.0,4,1,1.0863095238095237,28,28,28.0
E,cumulative60,6,168,5,5.431547619047619,0.2999999999999998,2.0,1.0,2.0,4,1,1.0863095238095237,28,28,28.0
E,primerCap,6,168,4,4.345238095238095,0.03,0.14,0.14,1.0,3,1,1.0863095238095237,28,28,28.0
F,aggression,6,168,2,2.1726190476190474,0.07999999999999996,0.15999999999999992,0.0,,2,2,2.1726190476190474,28,28,28.0
F,hypoCaution,6,168,2,2.1726190476190474,0.10000000000000009,0.20000000000000018,0.0,,1,0,0.0,28,28,28.0
F,confirmedCap,6,168,5,5.431547619047619,0.5,5.2,1.5,3.466666666666667,4,3,3.258928571428571,28,28,28.0
F,committedCap,6,168,4,4.345238095238095,0.065,0.27,0.050000000000000044,5.399999999999996,3,2,2.1726190476190474,28,28,28.0
F,cumulative60,6,168,5,5.431547619047619,0.5,5.4,1.5999999999999996,3.375000000000001,4,2,2.1726190476190474,28,28,28.0
F,primerCap,6,168,4,4.345238095238095,0.03,0.11999999999999994,0.019999999999999962,6.000000000000008,2,0,0.0,28,28,28.0
